x,y_fit,uncertainty
7.610000000000000000e+02,-1.113049774554156102e+01,1.407650864872432295e-01
7.620000000000000000e+02,-9.670817804038733811e+00,1.407264933948596808e-01
7.630000000000000000e+02,-8.211137862535906606e+00,1.406943243974419222e-01
7.640000000000000000e+02,-6.751457921033306775e+00,1.406685839030696328e-01
7.650000000000000000e+02,-5.291777979530479570e+00,1.406492754406040713e-01
7.660000000000000000e+02,-3.832098038027652365e+00,1.406364016597355937e-01
7.670000000000000000e+02,-2.372418096525052533e+00,1.406299643273200006e-01
7.680000000000000000e+02,-9.127381550222253281e-01,1.406299643273576094e-01
7.690000000000000000e+02,5.469417864806018770e-01,1.406364016598467270e-01
7.700000000000000000e+02,2.006621727983201708e+00,1.406492754409809365e-01
7.710000000000000000e+02,3.466301669486028914e+00,1.406685839033278151e-01
7.720000000000000000e+02,4.925981610988856119e+00,1.406943243981206848e-01
7.730000000000000000e+02,6.385661552491455950e+00,1.407264933952667441e-01
7.740000000000000000e+02,7.845341493994283155e+00,1.407650864882239450e-01
7.750000000000000000e+02,9.305021435497110360e+00,1.408100983939388484e-01
7.760000000000000000e+02,1.076470137699971019e+01,1.408615229594954998e-01
7.770000000000000000e+02,1.222438131850253740e+01,1.409193531645326070e-01
7.780000000000000000e+02,1.368406126000536460e+01,1.409835811272482087e-01
7.790000000000000000e+02,1.514374120150796443e+01,1.410541981065945027e-01
7.800000000000000000e+02,1.660342114301079164e+01,1.411311945137573853e-01
7.810000000000000000e+02,1.806310108451361884e+01,1.412145599118619366e-01
7.820000000000000000e+02,1.952278102601621868e+01,1.413042830303438968e-01
7.830000000000000000e+02,2.098246096751904588e+01,1.414003517633322660e-01
7.840000000000000000e+02,2.244214090902187309e+01,1.415027531909681668e-01
7.850000000000000000e+02,2.390182085052447292e+01,1.416114735718908280e-01
7.860000000000000000e+02,2.536150079202730012e+01,1.417264983666248479e-01
7.870000000000000000e+02,2.682118073353012733e+01,1.418478122371121808e-01
7.880000000000000000e+02,2.828086067503272716e+01,1.419753990602885541e-01
7.890000000000000000e+02,2.974054061653555436e+01,1.421092419434813736e-01
7.900000000000000000e+02,3.120022055803838157e+01,1.422493232244486094e-01
7.910000000000000000e+02,3.265990049954098140e+01,1.423956244937341631e-01
7.920000000000000000e+02,3.411958044104380861e+01,1.425481266000751257e-01
7.930000000000000000e+02,3.557926038254663581e+01,1.427068096660348562e-01
7.940000000000000000e+02,3.703894032404923564e+01,1.428716530928308137e-01
7.950000000000000000e+02,3.849862026555206285e+01,1.430426355866596111e-01
7.960000000000000000e+02,3.995830020705489005e+01,1.432197351561147747e-01
7.970000000000000000e+02,4.141798014855748988e+01,1.434029291420509944e-01
7.980000000000000000e+02,4.287766009006031709e+01,1.435921942121463901e-01
7.990000000000000000e+02,4.433734003156314429e+01,1.437875064016432003e-01
8.000000000000000000e+02,4.579701997306574413e+01,1.439888410960022957e-01
8.010000000000000000e+02,4.725669991456857133e+01,1.441961730731660396e-01
8.020000000000000000e+02,4.871637985607139854e+01,1.444094764968802680e-01
8.030000000000000000e+02,5.017605979757399837e+01,1.446287249515545437e-01
8.040000000000000000e+02,5.163573973907682557e+01,1.448538914397853872e-01
8.050000000000000000e+02,5.309541968057965278e+01,1.450849484050668048e-01
8.060000000000000000e+02,5.455509962208225261e+01,1.453218677530560832e-01
8.070000000000000000e+02,5.601477956358507981e+01,1.455646208591105106e-01
8.080000000000000000e+02,5.747445950508790702e+01,1.458131785897183175e-01
8.090000000000000000e+02,5.893413944659050685e+01,1.460675113064034969e-01
8.100000000000000000e+02,6.039381938809333406e+01,1.463275889026391663e-01
8.110000000000000000e+02,6.185349932959616126e+01,1.465933807955139834e-01
8.120000000000000000e+02,6.331317927109876109e+01,1.468648559666504427e-01
8.130000000000000000e+02,6.477285921260158830e+01,1.471419829494895470e-01
8.140000000000000000e+02,6.623253915410441550e+01,1.474247298846619869e-01
8.150000000000000000e+02,6.769221909560701533e+01,1.477130644896442468e-01
8.160000000000000000e+02,6.915189903710984254e+01,1.480069541150422219e-01
8.170000000000000000e+02,7.061157897861266974e+01,1.483063657297211679e-01
8.180000000000000000e+02,7.207125892011526958e+01,1.486112659648691492e-01
8.190000000000000000e+02,7.353093886161809678e+01,1.489216211012234503e-01
8.200000000000000000e+02,7.499061880312092399e+01,1.492373971102270158e-01
8.210000000000000000e+02,7.645029874462352382e+01,1.495585596590754129e-01
8.220000000000000000e+02,7.790997868612635102e+01,1.498850741144887866e-01
8.230000000000000000e+02,7.936965862762917823e+01,1.502169055852249357e-01
8.240000000000000000e+02,8.082933856913177806e+01,1.505540189061679024e-01
8.250000000000000000e+02,8.228901851063460526e+01,1.508963786852626499e-01
8.260000000000000000e+02,8.374869845213743247e+01,1.512439492862901746e-01
8.270000000000000000e+02,8.520837839364003230e+01,1.515966948764853051e-01
8.280000000000000000e+02,8.666805833514285951e+01,1.519545794036533670e-01
8.290000000000000000e+02,8.812773827664568671e+01,1.523175666616058133e-01
8.300000000000000000e+02,8.958741821814828654e+01,1.526856202445335542e-01
8.310000000000000000e+02,9.104709815965111375e+01,1.530587036129016643e-01
8.320000000000000000e+02,9.250677810115394095e+01,1.534367800678733962e-01
8.330000000000000000e+02,9.396645804265654078e+01,1.538198128006729448e-01
8.340000000000000000e+02,9.542613798415936799e+01,1.542077648698611803e-01
8.350000000000000000e+02,9.688581792566219519e+01,1.546005992464665468e-01
8.360000000000000000e+02,9.834549786716479503e+01,1.549982788086972652e-01
8.370000000000000000e+02,9.980517780866762223e+01,1.554007663640684100e-01
8.380000000000000000e+02,1.012648577501704494e+02,1.558080246474747854e-01
8.390000000000000000e+02,1.027245376916730493e+02,1.562200163427706345e-01
8.400000000000000000e+02,1.041842176331758765e+02,1.566367041097868895e-01
8.410000000000000000e+02,1.056438975746787037e+02,1.570580505614200817e-01
8.420000000000000000e+02,1.071035775161813035e+02,1.574840183149630313e-01
8.430000000000000000e+02,1.085632574576841307e+02,1.579145699578064499e-01
8.440000000000000000e+02,1.100229373991869579e+02,1.583496681197796019e-01
8.450000000000000000e+02,1.114826173406895578e+02,1.587892754117177507e-01
8.460000000000000000e+02,1.129422972821923850e+02,1.592333544980337467e-01
8.470000000000000000e+02,1.144019772236952122e+02,1.596818680596528983e-01
8.480000000000000000e+02,1.158616571651978120e+02,1.601347788463561017e-01
8.490000000000000000e+02,1.173213371067006392e+02,1.605920496434510292e-01
8.500000000000000000e+02,1.187810170482034664e+02,1.610536433188704819e-01
8.510000000000000000e+02,1.202406969897060662e+02,1.615195228105977265e-01
8.520000000000000000e+02,1.217003769312088934e+02,1.619896511464796740e-01
8.530000000000000000e+02,1.231600568727117206e+02,1.624639914301898302e-01
8.540000000000000000e+02,1.246197368142143205e+02,1.629425068889527040e-01
8.550000000000000000e+02,1.260794167557171477e+02,1.634251608419326207e-01
8.560000000000000000e+02,1.275390966972199749e+02,1.639119167247380937e-01
8.570000000000000000e+02,1.289987766387225747e+02,1.644027381145626576e-01
8.580000000000000000e+02,1.304584565802254019e+02,1.648975886905594268e-01
8.590000000000000000e+02,1.319181365217282291e+02,1.653964323114621160e-01
8.600000000000000000e+02,1.333778164632308290e+02,1.658992329394068099e-01
8.610000000000000000e+02,1.348374964047336562e+02,1.664059547177180187e-01
8.620000000000000000e+02,1.362971763462364834e+02,1.669165619230999487e-01
8.630000000000000000e+02,1.377568562877390832e+02,1.674310190200513637e-01
8.640000000000000000e+02,1.392165362292419104e+02,1.679492906177191824e-01
8.650000000000000000e+02,1.406762161707447376e+02,1.684713415183168306e-01
8.660000000000000000e+02,1.421358961122473374e+02,1.689971366977903455e-01
8.670000000000000000e+02,1.435955760537501646e+02,1.695266413233049441e-01
8.680000000000000000e+02,1.450552559952529919e+02,1.700598207326479150e-01
8.690000000000000000e+02,1.465149359367555917e+02,1.705966404832229832e-01
8.700000000000000000e+02,1.479746158782584189e+02,1.711370663053774221e-01
8.710000000000000000e+02,1.494342958197612461e+02,1.716810641578907226e-01
8.720000000000000000e+02,1.508939757612638459e+02,1.722286001801805189e-01
8.730000000000000000e+02,1.523536557027666731e+02,1.727796407414580737e-01
8.740000000000000000e+02,1.538133356442695003e+02,1.733341524249050747e-01
8.750000000000000000e+02,1.552730155857721002e+02,1.738921020109090998e-01
8.760000000000000000e+02,1.567326955272749274e+02,1.744534565267142345e-01
8.770000000000000000e+02,1.581923754687777546e+02,1.750181831959758405e-01
8.780000000000000000e+02,1.596520554102803544e+02,1.755862494952235009e-01
8.790000000000000000e+02,1.611117353517831816e+02,1.761576231024079009e-01
8.800000000000000000e+02,1.625714152932860088e+02,1.767322719467655512e-01
8.810000000000000000e+02,1.640310952347886086e+02,1.773101641839088805e-01
8.820000000000000000e+02,1.654907751762914359e+02,1.778912682116444155e-01
8.830000000000000000e+02,1.669504551177942631e+02,1.784755526440411355e-01
8.840000000000000000e+02,1.684101350592968629e+02,1.790629863619267459e-01
8.850000000000000000e+02,1.698698150007996901e+02,1.796535384585840334e-01
8.860000000000000000e+02,1.713294949423025173e+02,1.802471782974097714e-01
8.870000000000000000e+02,1.727891748838051171e+02,1.808438754495663436e-01
8.880000000000000000e+02,1.742488548253079443e+02,1.814435997805318723e-01
8.890000000000000000e+02,1.757085347668107715e+02,1.820463213584518070e-01
8.900000000000000000e+02,1.771682147083133714e+02,1.826520105048013154e-01
8.910000000000000000e+02,1.786278946498161986e+02,1.832606378099387590e-01
8.920000000000000000e+02,1.800875745913190258e+02,1.838721740829658002e-01
8.930000000000000000e+02,1.815472545328216256e+02,1.844865904104931176e-01
8.940000000000000000e+02,1.830069344743244528e+02,1.851038580985532034e-01
8.950000000000000000e+02,1.844666144158272800e+02,1.857239487242656195e-01
8.960000000000000000e+02,1.859262943573298799e+02,1.863468341066780720e-01
8.970000000000000000e+02,1.873859742988327071e+02,1.869724863217002153e-01
8.980000000000000000e+02,1.888456542403355343e+02,1.876008776721372617e-01
8.990000000000000000e+02,1.903053341818383615e+02,1.882319807400581746e-01
9.000000000000000000e+02,1.917650141233409613e+02,1.888657683264834963e-01
9.010000000000000000e+02,1.932246940648437885e+02,1.895022135114913520e-01
9.020000000000000000e+02,1.946843740063466157e+02,1.901412895855585650e-01
9.030000000000000000e+02,1.961440539478492155e+02,1.907829701406097145e-01
9.040000000000000000e+02,1.976037338893520428e+02,1.914272289624898982e-01
9.050000000000000000e+02,1.990634138308548700e+02,1.920740401223020033e-01
9.060000000000000000e+02,2.005230937723574698e+02,1.927233779142456804e-01
9.070000000000000000e+02,2.019827737138602970e+02,1.933752168778541392e-01
9.080000000000000000e+02,2.034424536553631242e+02,1.940295318207090891e-01
9.090000000000000000e+02,2.049021335968657240e+02,1.946862977550516960e-01
9.100000000000000000e+02,2.063618135383685512e+02,1.953454899909030651e-01
9.110000000000000000e+02,2.078214934798713784e+02,1.960070840251020852e-01
9.120000000000000000e+02,2.092811734213739783e+02,1.966710556347167904e-01
9.130000000000000000e+02,2.107408533628768055e+02,1.973373808048047295e-01
9.140000000000000000e+02,2.122005333043796327e+02,1.980060357907904856e-01
9.150000000000000000e+02,2.136602132458822325e+02,1.986769970535093022e-01
9.160000000000000000e+02,2.151198931873850597e+02,1.993502413219414016e-01
9.170000000000000000e+02,2.165795731288878869e+02,2.000257455196321754e-01
9.180000000000000000e+02,2.180392530703904868e+02,2.007034868601236255e-01
9.190000000000000000e+02,2.194989330118933140e+02,2.013834427324789067e-01
9.200000000000000000e+02,2.209586129533961412e+02,2.020655907970125842e-01
9.210000000000000000e+02,2.224182928948987410e+02,2.027499089107294983e-01
9.220000000000000000e+02,2.238779728364015682e+02,2.034363751911198448e-01
9.230000000000000000e+02,2.253376527779043954e+02,2.041249679574313747e-01
9.240000000000000000e+02,2.267973327194069952e+02,2.048156657453030216e-01
9.250000000000000000e+02,2.282570126609098224e+02,2.055084473631756670e-01
9.260000000000000000e+02,2.297166926024126496e+02,2.062032917832527512e-01
9.270000000000000000e+02,2.311763725439152495e+02,2.069001782392020095e-01
9.280000000000000000e+02,2.326360524854180767e+02,2.075990861497932216e-01
9.290000000000000000e+02,2.340957324269209039e+02,2.082999951839327457e-01
9.300000000000000000e+02,2.355554123684235037e+02,2.090028851921230946e-01
9.310000000000000000e+02,2.370150923099263309e+02,2.097077362718452187e-01
9.320000000000000000e+02,2.384747722514291581e+02,2.104145286901412393e-01
9.330000000000000000e+02,2.399344521929317580e+02,2.111232429831815527e-01
9.340000000000000000e+02,2.413941321344345852e+02,2.118338598361889369e-01
9.350000000000000000e+02,2.428538120759374124e+02,2.125463601833071370e-01
9.360000000000000000e+02,2.443134920174400122e+02,2.132607251294165174e-01
9.370000000000000000e+02,2.457731719589428394e+02,2.139769360165510170e-01
9.380000000000000000e+02,2.472328519004456666e+02,2.146949743537867328e-01
9.390000000000000000e+02,2.486925318419482664e+02,2.154148218753736410e-01
9.400000000000000000e+02,2.501522117834510937e+02,2.161364605133618833e-01
9.410000000000000000e+02,2.516118917249539209e+02,2.168598723698313691e-01
9.420000000000000000e+02,2.530715716664565207e+02,2.175850397755727805e-01
9.430000000000000000e+02,2.545312516079593479e+02,2.183119452190888377e-01
9.440000000000000000e+02,2.559909315494621751e+02,2.190405714141867854e-01
9.450000000000000000e+02,2.574506114909647749e+02,2.197709012286380159e-01
9.460000000000000000e+02,2.589102914324676021e+02,2.205029177521043438e-01
9.470000000000000000e+02,2.603699713739704293e+02,2.212366042156865276e-01
9.480000000000000000e+02,2.618296513154730292e+02,2.219719440952917788e-01
9.490000000000000000e+02,2.632893312569758564e+02,2.227089209870026509e-01
9.500000000000000000e+02,2.647490111984786836e+02,2.234475187107318184e-01
9.510000000000000000e+02,2.662086911399812834e+02,2.241877212291613908e-01
9.520000000000000000e+02,2.676683710814841106e+02,2.249295127166397179e-01
9.530000000000000000e+02,2.691280510229869378e+02,2.256728774865860709e-01
9.540000000000000000e+02,2.705877309644895377e+02,2.264178000517859946e-01
9.550000000000000000e+02,2.720474109059923649e+02,2.271642650871593949e-01
9.560000000000000000e+02,2.735070908474951921e+02,2.279122574458292139e-01
9.570000000000000000e+02,2.749667707889977919e+02,2.286617621305447878e-01
9.580000000000000000e+02,2.764264507305006191e+02,2.294127643097471914e-01
9.590000000000000000e+02,2.778861306720034463e+02,2.301652493428677781e-01
9.600000000000000000e+02,2.793458106135060461e+02,2.309192027156857230e-01
9.610000000000000000e+02,2.808054905550088733e+02,2.316746101015714487e-01
9.620000000000000000e+02,2.822651704965117005e+02,2.324314573238024650e-01
9.630000000000000000e+02,2.837248504380143004e+02,2.331897303719344117e-01
9.640000000000000000e+02,2.851845303795171276e+02,2.339494153638264073e-01
9.650000000000000000e+02,2.866442103210199548e+02,2.347104986074925737e-01
9.660000000000000000e+02,2.881038902625225546e+02,2.354729665267502325e-01
9.670000000000000000e+02,2.895635702040253818e+02,2.362368057323892268e-01
9.680000000000000000e+02,2.910232501455282090e+02,2.370020029475756740e-01
9.690000000000000000e+02,2.924829300870308089e+02,2.377685450701297887e-01
9.700000000000000000e+02,2.939426100285336361e+02,2.385364191343833096e-01
9.710000000000000000e+02,2.954022899700364633e+02,2.393056123279033165e-01
9.720000000000000000e+02,2.968619699115390631e+02,2.400761119530849252e-01
9.730000000000000000e+02,2.983216498530418903e+02,2.408479054900033167e-01
9.740000000000000000e+02,2.997813297945447175e+02,2.416209805303754510e-01
9.750000000000000000e+02,3.012410097360473173e+02,2.423953248035785879e-01
9.760000000000000000e+02,3.027006896775501446e+02,2.431709261936728650e-01
9.770000000000000000e+02,3.041603696190529718e+02,2.439477727101216908e-01
9.780000000000000000e+02,3.056200495605555716e+02,2.447258525048218447e-01
9.790000000000000000e+02,3.070797295020583988e+02,2.455051538333598293e-01
9.800000000000000000e+02,3.085394094435612260e+02,2.462856651186932921e-01
9.810000000000000000e+02,3.099990893850638258e+02,2.470673748751070486e-01
9.820000000000000000e+02,3.114587693265666530e+02,2.478502717814224654e-01
9.830000000000000000e+02,3.129184492680694802e+02,2.486343446047505901e-01
9.840000000000000000e+02,3.143781292095720801e+02,2.494195822645577099e-01
9.850000000000000000e+02,3.158378091510749073e+02,2.502059737937992190e-01
9.860000000000000000e+02,3.172974890925777345e+02,2.509935083562835900e-01
9.870000000000000000e+02,3.187571690340803343e+02,2.517821752075829478e-01
9.880000000000000000e+02,3.202168489755831615e+02,2.525719637596132161e-01
9.890000000000000000e+02,3.216765289170859887e+02,2.533628635037962762e-01
9.900000000000000000e+02,3.231362088585885886e+02,2.541548640852685503e-01
9.910000000000000000e+02,3.245958888000914158e+02,2.549479552258593906e-01
9.920000000000000000e+02,3.260555687415942430e+02,2.557421267890292449e-01
9.930000000000000000e+02,3.275152486830968428e+02,2.565373687501927846e-01
9.940000000000000000e+02,3.289749286245996700e+02,2.573336711668167687e-01
9.950000000000000000e+02,3.304346085661024972e+02,2.581310242437369618e-01
9.960000000000000000e+02,3.318942885076050970e+02,2.589294182556885482e-01
9.970000000000000000e+02,3.333539684491079242e+02,2.597288436223270658e-01
9.980000000000000000e+02,3.348136483906107514e+02,2.605292908305883448e-01
9.990000000000000000e+02,3.362733283321133513e+02,2.613307505003405473e-01
1.000000000000000000e+03,3.377330082736161785e+02,2.621332133449268964e-01
1.001000000000000000e+03,3.391926882151190057e+02,2.629366701891218128e-01
1.002000000000000000e+03,3.406523681566216055e+02,2.637411119294797990e-01
1.003000000000000000e+03,3.421120480981244327e+02,2.645465296004420042e-01
1.004000000000000000e+03,3.435717280396272599e+02,2.653529142961927323e-01
1.005000000000000000e+03,3.450314079811298598e+02,2.661602572465585625e-01
1.006000000000000000e+03,3.464910879226326870e+02,2.669685497290347764e-01
1.007000000000000000e+03,3.479507678641355142e+02,2.677777831835704281e-01
1.008000000000000000e+03,3.494104478056381140e+02,2.685879490858024687e-01
1.009000000000000000e+03,3.508701277471409412e+02,2.693990390135522217e-01
1.010000000000000000e+03,3.523298076886437684e+02,2.702110446652185582e-01
1.011000000000000000e+03,3.537894876301463682e+02,2.710239577907567199e-01
1.012000000000000000e+03,3.552491675716491955e+02,2.718377702683018038e-01
1.013000000000000000e+03,3.567088475131520227e+02,2.726524740155728543e-01
1.014000000000000000e+03,3.581685274546546225e+02,2.734680611056798383e-01
1.015000000000000000e+03,3.596282073961574497e+02,2.742845236296697631e-01
1.016000000000000000e+03,3.610878873376602769e+02,2.751018538125014623e-01
1.017000000000000000e+03,3.625475672791628767e+02,2.759200439241758507e-01
1.018000000000000000e+03,3.640072472206657039e+02,2.767390863569370030e-01
1.019000000000000000e+03,3.654669271621685311e+02,2.775589735459945695e-01
1.020000000000000000e+03,3.669266071036711310e+02,2.783796980469153137e-01
1.021000000000000000e+03,3.683862870451739582e+02,2.792012524463768908e-01
1.022000000000000000e+03,3.698459669866767854e+02,2.800236294790539593e-01
1.023000000000000000e+03,3.713056469281793852e+02,2.808468218891108648e-01
